id,tenure,title,location,gender,ethnic,relationships,success,appreciate,age,elite,feeder,work1,work2,work3,work4,work5,work6,work7,work8,work9,work10,work11,work12,work13,work14,work15,work16,work17,work18,work19,work20,work21,work22,work23,work24
2694,.25,"Analyst",15,"F","ANH",2.8,3.2,3.4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2696,5,"Analyst",10,"M","W",3.4,3.2,3.6,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2701,2,"Analyst",4,"F","B",3.2,3,2.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,.5,"Analyst",11,"F","B",3.6,2.8,3.2,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2704,23,"Partner",10,"M","W",4,4,4,48,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,3,"Partner",10,"M","W",1.4,2,2.6,63,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2706,.3,"Partner",11,"M","W",3.6,2.8,3,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2710,1,"Partner",12,"F","W",2.2,1.8,2,62,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2711,7,"Partner",12,"F","W",4,3.2,3,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2712,21,"Lateral",6,"M","W",5,4.4,4.8,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2715,1.5,"Analyst",10,"M","W",4,3.8,3.6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2716,4,"Lateral",9,"M","W",2.8,2.2,2.6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2718,2,"Analyst",1,"M","W",4.4,3.2,3,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2719,6,"Analyst",5,"F","W",3.2,2.8,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2720,8.8,"Partner",4,"F","W",4.4,4.8,3.2,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2721,11,"Other",4,"M","W",3.6,2.4,2.8,58,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2722,1.5,"Analyst",1,"M","W",4.6,3.4,4.4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2723,25,"Partner",10,"M","W",5,4.6,4.2,56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2724,32,"Partner",10,"M","W",4.8,4,4,59,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1
2727,3.4,"Analyst",1,"F","W",2.8,2.8,2.2,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2728,2,"Analyst",1,"M","W",3.6,2.8,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2731,8,"Partner",8,"F","W",3.2,2.8,3.6,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2733,21,"Partner",10,"M","W",3.6,3.4,3.6,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2734,2,"Analyst",5,"M","W",3.8,4,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2738,12,"Lateral",10,"M","W",2.6,1.8,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2739,1,"Other",10,"M","W",4,2.8,3.2,57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2740,3,"Analyst",1,"M","B",4.2,4.2,4.4,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2741,3.4,"Analyst",15,"F","W",3.8,3.8,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2744,1,"Partner",10,"M","W",3.4,3.6,3.8,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2746,6.1,"Partner",15,"M","W",3.6,3,2.2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2749,3,"Analyst",11,"M","W",5,3.6,3.8,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2752,1,"Analyst",10,"F","W",3,2,2.4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2753,8.5,"Lateral",12,"M","W",2,2.4,1.2,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2757,11,"Partner",5,"M","W",4.2,2.6,2.8,51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2760,10,"Lateral",10,"F","W",4.6,3.2,3.8,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,8,"Other",11,"F","B",1.8,2,2.2,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,13,"Lateral",10,"M","W",3.2,4,3.6,65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2766,1,"Analyst",11,"M","W",3.4,3,3.6,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2767,9,"Other",11,"M","W",3.6,4.4,3.6,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2768,17,"Partner",10,"F","W",3,1.8,1,56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
2770,3,"Analyst",1,"F","ANH",3.4,1.6,1.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2772,.5,"Lateral",4,"M","W",2.4,3.4,3,79,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2773,.5,"Partner",1,"M","W",2.6,3,2.8,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0
2774,9,"Partner",16,"F","W",2.8,2,1.4,48,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,4,"Analyst",10,"M","W",2.4,3.4,3.4,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2782,3,"Lateral",9,"F","W",2.2,1.8,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
2784,3,"Analyst",15,"M","W",3.8,3.6,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2785,8,"Partner",12,"M","W",3.8,3.8,3.2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2789,1,"Partner",10,"M","W",3.2,3.2,2.4,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
2790,4,"Analyst",1,"M","W",4,3.2,3.6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2793,3,"Analyst",11,"M","W",5,5,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2795,13,"Partner",11,"M","W",3.2,4,3.8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
2798,6.9,"Partner",10,"F","W",2.2,1.6,1.6,42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2799,4,"Analyst",10,"M","W",3.4,1.2,1.6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
2800,1.5,"Analyst",10,"M","W",4.6,4.4,4.2,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2802,11,"Other",13,"M","W",3,2.2,2.8,57,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2804,1.5,"Partner",10,"M","W",4,4,3.8,52,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2807,23,"Lateral",9,"M","W",2.8,2.2,2.2,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2810,3,"Partner",10,"M","W",4,3.8,3.6,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2813,13,"Analyst",10,"M","W",3.4,2.4,1.6,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2814,1,"Partner",15,"F","W",4,3.6,3,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2815,28,"Analyst",1,"M","W",3.2,1.6,1.8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2816,8,"Partner",10,"M","W",2.6,2.6,1.6,59,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2820,3,"Analyst",11,"F","W",4.2,3,4.6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2821,2,"Lateral",6,"F","W",3,2,3,53,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2823,2,"Lateral",10,"F","W",1,1.2,1.6,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2824,1,"Analyst",9,"F","ANH",2.6,1.8,2.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2827,17,"Partner",10,"M","W",3.2,4,3.6,53,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2828,2,"Analyst",11,"M","B",3.6,4,4,30,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2829,3,"Analyst",10,"F","W",3.4,3.2,3.4,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2830,3,"Partner",11,"M","HN",3.6,4,3.6,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2833,3,"Analyst",4,"M","W",4,1.6,2.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2834,6,"Analyst",15,"M","W",4.2,4,4.8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2838,12,"Partner",5,"M","W",4,3,3.2,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,6.7,"Partner",6,"M","W",4.6,2.8,3,41,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2842,2.5,"Lateral",9,"F","W",4,3.6,3.8,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2845,2,"Analyst",10,"F","W",3.2,2.6,3.2,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2846,11,"Partner",8,"M","W",3.2,3,2.6,57,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2847,7,"Analyst",4,"M","W",2.4,2.2,2.6,39,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
2849,6,"Analyst",15,"F","W",2.8,2.4,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2852,1,"Analyst",9,"M","W",4,2,2.4,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2853,1,"Partner",9,"M","W",1.4,1.8,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2854,1.8,"Lateral",1,"M","W",2,2,2,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2855,2,"Analyst",1,"M","W",3.6,4,3.8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2858,11,"Partner",10,"M","W",2.6,3,2,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2859,1.3,"Other",11,"M","W",3.6,3.4,3.8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2860,4,"Analyst",10,"F","W",3.4,3.8,3.2,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2862,1.3,"Other",15,"M","W",5,4.2,4.8,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2865,3,"Other",9,"F","W",3,2.8,3,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2868,3,"Partner",1,"M","W",3,3,2.8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2871,1,"Analyst",12,"M","W",4.2,3.4,3.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2872,6,"Partner",12,"F","W",2,2.6,2.2,53,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
2873,22,"Lateral",10,"F","W",3,3,3,53,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2876,4,"Analyst",10,"F","ANH",2.4,2.6,3.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2878,1,"Analyst",10,"F","W",4,2.6,3.2,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2879,28,"Partner",10,"M","W",4.4,4.6,3.4,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2880,3,"Partner",1,"M","W",2.2,4,2.4,56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
2881,2,"Other",10,"M","W",4,3.4,3.8,67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2882,1,"Analyst",11,"M","W",3.8,3.4,3.4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2883,4,"Partner",5,"M","W",3.8,1.8,1,52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2884,8.3,"Partner",1,"M","W",2.4,2.6,1.2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2888,10,"Partner",10,"F","W",4.2,2.6,3,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2889,4,"Partner",10,"M","ANH",4.4,3.2,3,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2890,40,"Partner",10,"M","W",4.8,3,2.6,64,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2895,9.1,"Partner",11,"M","W",3.8,3.8,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2896,6,"Analyst",4,"F","W",3.8,2.6,3.4,35,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2897,.3,"Analyst",1,"M","TR",3.4,3.6,3.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2898,20,"Partner",4,"M","W",4.2,3.6,3.4,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2900,1,"Partner",12,"M","W",2.6,2,2.4,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2901,1.5,"Other",13,"M","W",3.2,2,2.4,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2904,1,"Analyst",5,"M","W",4,3.6,3.8,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2905,4,"Other",1,"M","ANH",3.8,3,3.8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2907,1.3,"Analyst",11,"M","W",2.4,3.2,2.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2908,20,"Lateral",10,"M","W",3.4,3.2,3.2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2909,18,"Partner",10,"M","W",2.6,3.2,3,57,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2910,11,"Analyst",5,"M","W",4.2,4.4,3.6,36,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2911,25,"Partner",13,"M","W",3.8,3.2,3.8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2912,7.5,"Partner",10,"F","W",3.4,2.2,2.6,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2913,1,"Analyst",10,"F","W",1.4,2.6,2.8,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,3,"Lateral",1,"M","W",3.6,3,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2917,1,"Analyst",11,"F","W",3.6,3.6,3.2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2918,12,"Lateral",11,"M","W",3.8,3.6,3.6,79,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2919,13,"Partner",10,"M","W",3,1.8,1.8,37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2920,7,"Partner",6,"F","W",2.2,2.6,2.2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2922,9,"Partner",2,"F","W",3.8,2.8,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2925,12,"Partner",5,"F","W",3,3.6,2.8,42,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2926,2.5,"Partner",10,"M","W",4.2,4,4.2,53,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2929,16,"Other",10,"M","W",4,4.2,3.8,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2937,3,"Analyst",16,"M","W",1.8,3,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2938,23,"Lateral",10,"F","W",3.6,2.8,1,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2944,3,"Other",11,"M","W",3.4,2.8,2.2,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2945,4.8,"Analyst",10,"F","W",3.4,3,3,34,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
2946,11,"Partner",11,"M","B",3.2,3.8,2.6,59,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2947,18,"Partner",10,"M","W",4,4,3.2,57,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2948,3,"Partner",11,"M","W",3,2.4,2.4,61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2949,1,"Analyst",12,"M","ANH",3.4,3.6,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2950,9,"Partner",9,"M","W",2.6,3.2,3.4,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2952,18,"Partner",11,"F","W",3.8,4,3.4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2953,2,"Analyst",1,"M","W",2.8,2.6,3,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
2959,10,"Partner",11,"M","W",3,2.8,3.6,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2963,3,"Partner",10,"M","W",4.8,4,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2965,2,"Other",4,"F","W",3.8,2.6,3,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2968,3,"Analyst",10,"F","W",4.6,4.8,4.2,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2970,1.5,"Analyst",11,"M","W",4,3.2,3.6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2971,13,"Lateral",10,"F","W",2.6,2.4,2,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2972,2.5,"Analyst",11,"F","W",3.8,3,3.6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2973,4,"Lateral",10,"M","W",2.2,3,2.6,43,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2975,3,"Analyst",10,"M","W",3.6,3.4,4.6,36,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2976,10,"Lateral",10,"M","W",4.2,3.2,3.6,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2977,15,"Partner",10,"M","W",4.2,4.6,4,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2978,34,"Lateral",1,"M","W",3.8,3.6,3.8,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
2984,1.5,"Analyst",10,"F","W",3.6,3.2,2.8,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2986,.5,"Other",10,"M","W",3.4,3.2,3.8,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2987,4.2,"Analyst",12,"F","W",3.4,2.9,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2988,3,"Partner",10,"M","W",3.6,3.2,2.8,40,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2992,20,"Partner",10,"M","W",2.6,1.6,2.2,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
