"","numid1","numid2","node1","node2","relation"
"325",14,5,"mcgovern","hill","Weekly"
"326",14,1,"mcgovern","hunt","Weekly"
"327",14,9,"mcgovern","mach","Weekly"
"328",14,7,"mcgovern","marsh","Weekly"
"329",14,2,"mcgovern","miller","Weekly"
"330",14,4,"mcgovern","osborne","Advice"
"331",14,4,"mcgovern","osborne","Weekly"
"332",14,15,"mcgovern","palmer","Weekly"
"333",14,10,"mcgovern","stempel","Weekly"
"334",14,6,"mcgovern","young","Weekly"
"335",2,16,"miller","aoki","Weekly"
"336",2,20,"miller","booker","Advice"
"337",2,20,"miller","booker","Weekly"
"338",2,12,"miller","carter","Weekly"
"339",2,8,"miller","dempsey","Weekly"
"340",2,13,"miller","dunkin","Advice"
"341",2,13,"miller","dunkin","Social"
"342",2,13,"miller","dunkin","Weekly"
"343",2,17,"miller","dupper","Weekly"
"344",2,9,"miller","mach","Advice"
"345",2,9,"miller","mach","Weekly"
"346",2,7,"miller","marsh","Social"
"347",2,7,"miller","marsh","Weekly"
"348",2,14,"miller","mcgovern","Weekly"
"349",2,4,"miller","osborne","Advice"
"350",2,4,"miller","osborne","Weekly"
"351",2,15,"miller","palmer","Weekly"
"352",2,19,"miller","sadler","Weekly"
"353",4,16,"osborne","aoki","Advice"
"354",4,16,"osborne","aoki","Promote"
"355",4,16,"osborne","aoki","Social"
"356",4,16,"osborne","aoki","Weekly"
"357",4,20,"osborne","booker","Advice"
"358",4,20,"osborne","booker","Promote"
"359",4,20,"osborne","booker","Weekly"
"360",4,12,"osborne","carter","Promote"
"361",4,12,"osborne","carter","Social"
"362",4,12,"osborne","carter","Weekly"
"363",4,11,"osborne","conway","Weekly"
"364",4,8,"osborne","dempsey","Advice"
"365",4,8,"osborne","dempsey","Promote"
"366",4,8,"osborne","dempsey","Social"
"367",4,8,"osborne","dempsey","Weekly"
"368",4,13,"osborne","dunkin","Advice"
"369",4,13,"osborne","dunkin","Promote"
"370",4,13,"osborne","dunkin","Social"
"371",4,13,"osborne","dunkin","Weekly"
"372",4,17,"osborne","dupper","Social"
"373",4,18,"osborne","faust","Advice"
"374",4,18,"osborne","faust","Promote"
"375",4,18,"osborne","faust","Social"
"376",4,1,"osborne","hunt","Promote"
"377",4,1,"osborne","hunt","Social"
"378",4,9,"osborne","mach","Advice"
"379",4,9,"osborne","mach","Promote"
"380",4,9,"osborne","mach","Social"
"381",4,9,"osborne","mach","Weekly"
"382",4,7,"osborne","marsh","Promote"
"383",4,7,"osborne","marsh","Social"
"384",4,14,"osborne","mcgovern","Advice"
"385",4,14,"osborne","mcgovern","Promote"
"386",4,14,"osborne","mcgovern","Social"
"387",4,14,"osborne","mcgovern","Weekly"
"388",4,2,"osborne","miller","Advice"
"389",4,2,"osborne","miller","Promote"
"390",4,2,"osborne","miller","Weekly"
"391",4,15,"osborne","palmer","Advice"
"392",4,15,"osborne","palmer","Promote"
"393",4,15,"osborne","palmer","Social"
"394",4,15,"osborne","palmer","Weekly"
"395",4,3,"osborne","rogers","Advice"
"396",4,3,"osborne","rogers","Promote"
"397",4,3,"osborne","rogers","Social"
"398",4,19,"osborne","sadler","Advice"
"399",4,19,"osborne","sadler","Weekly"
"400",4,6,"osborne","young","Advice"
"401",4,6,"osborne","young","Weekly"
"402",15,16,"palmer","aoki","Promote"
"403",15,16,"palmer","aoki","Social"
"404",15,16,"palmer","aoki","Weekly"
"405",15,20,"palmer","booker","Advice"
"406",15,20,"palmer","booker","Promote"
"407",15,20,"palmer","booker","Weekly"
"408",15,12,"palmer","carter","Advice"
"409",15,12,"palmer","carter","Promote"
"410",15,12,"palmer","carter","Social"
"411",15,12,"palmer","carter","Weekly"
"412",15,11,"palmer","conway","Weekly"
"413",15,13,"palmer","dunkin","Advice"
"414",15,13,"palmer","dunkin","Weekly"
"415",15,17,"palmer","dupper","Advice"
"416",15,17,"palmer","dupper","Weekly"
"417",15,18,"palmer","faust","Social"
"418",15,18,"palmer","faust","Weekly"
"419",15,5,"palmer","hill","Social"
"420",15,5,"palmer","hill","Weekly"
"421",15,9,"palmer","mach","Advice"
"422",15,9,"palmer","mach","Promote"
"423",15,9,"palmer","mach","Weekly"
"424",15,7,"palmer","marsh","Weekly"
"425",15,2,"palmer","miller","Weekly"
"426",15,4,"palmer","osborne","Advice"
"427",15,4,"palmer","osborne","Weekly"
"428",15,3,"palmer","rogers","Advice"
"429",15,3,"palmer","rogers","Promote"
"430",15,3,"palmer","rogers","Social"
"431",15,3,"palmer","rogers","Weekly"
"432",15,19,"palmer","sadler","Weekly"
"433",15,10,"palmer","stempel","Weekly"
"434",3,16,"rogers","aoki","Promote"
"435",3,16,"rogers","aoki","Weekly"
"436",3,12,"rogers","carter","Promote"
"437",3,12,"rogers","carter","Weekly"
"438",3,11,"rogers","conway","Weekly"
"439",3,18,"rogers","faust","Promote"
"440",3,18,"rogers","faust","Weekly"
"441",3,5,"rogers","hill","Weekly"
"442",3,9,"rogers","mach","Promote"
"443",3,4,"rogers","osborne","Promote"
"444",3,15,"rogers","palmer","Promote"
"445",3,15,"rogers","palmer","Weekly"
"446",3,10,"rogers","stempel","Weekly"
"447",19,16,"sadler","aoki","Social"
"448",19,16,"sadler","aoki","Weekly"
"449",19,20,"sadler","booker","Advice"
"450",19,20,"sadler","booker","Promote"
"451",19,20,"sadler","booker","Social"
"452",19,20,"sadler","booker","Weekly"
"453",19,12,"sadler","carter","Advice"
"454",19,12,"sadler","carter","Promote"
"455",19,12,"sadler","carter","Social"
"456",19,12,"sadler","carter","Weekly"
"457",19,11,"sadler","conway","Weekly"
"458",19,8,"sadler","dempsey","Weekly"
"459",19,13,"sadler","dunkin","Social"
"460",19,13,"sadler","dunkin","Weekly"
"461",19,17,"sadler","dupper","Social"
"462",19,17,"sadler","dupper","Weekly"
"463",19,18,"sadler","faust","Social"
"464",19,18,"sadler","faust","Weekly"
"465",19,9,"sadler","mach","Advice"
"466",19,9,"sadler","mach","Promote"
"467",19,9,"sadler","mach","Social"
"468",19,9,"sadler","mach","Weekly"
"469",19,7,"sadler","marsh","Advice"
"470",19,7,"sadler","marsh","Promote"
"471",19,7,"sadler","marsh","Social"
"472",19,7,"sadler","marsh","Weekly"
"473",19,14,"sadler","mcgovern","Weekly"
"474",19,2,"sadler","miller","Advice"
"475",19,2,"sadler","miller","Social"
"476",19,2,"sadler","miller","Weekly"
"477",19,4,"sadler","osborne","Advice"
"478",19,4,"sadler","osborne","Social"
"479",19,4,"sadler","osborne","Weekly"
"480",19,15,"sadler","palmer","Social"
"481",19,15,"sadler","palmer","Weekly"
"482",19,3,"sadler","rogers","Advice"
"483",19,3,"sadler","rogers","Social"
"484",19,3,"sadler","rogers","Weekly"
"485",19,6,"sadler","young","Advice"
"486",19,6,"sadler","young","Weekly"
"487",10,11,"stempel","conway","Social"
"488",10,11,"stempel","conway","Weekly"
"489",10,18,"stempel","faust","Advice"
"490",10,18,"stempel","faust","Social"
"491",10,18,"stempel","faust","Weekly"
"492",10,5,"stempel","hill","Social"
"493",10,5,"stempel","hill","Weekly"
"494",10,1,"stempel","hunt","Social"
"495",10,9,"stempel","mach","Social"
"496",10,7,"stempel","marsh","Social"
"497",10,2,"stempel","miller","Social"
"498",10,15,"stempel","palmer","Social"
"499",10,3,"stempel","rogers","Advice"
"500",10,3,"stempel","rogers","Social"
"501",10,3,"stempel","rogers","Weekly"
"502",10,6,"stempel","young","Social"
"503",6,12,"young","carter","Weekly"
"504",6,18,"young","faust","Weekly"
"505",6,5,"young","hill","Weekly"
"506",6,1,"young","hunt","Weekly"
"507",6,9,"young","mach","Promote"
"508",6,9,"young","mach","Weekly"
"509",6,7,"young","marsh","Advice"
"510",6,7,"young","marsh","Promote"
"511",6,7,"young","marsh","Social"
"512",6,7,"young","marsh","Weekly"
"513",6,4,"young","osborne","Weekly"
"514",6,3,"young","rogers","Weekly"
"515",6,19,"young","sadler","Advice"
"516",6,19,"young","sadler","Promote"
"517",6,19,"young","sadler","Social"
"518",6,19,"young","sadler","Weekly"
